SITE_NAME,BEGIN,END,PERIOD_DAYS,KWH_PERIOD,AV_KWH_DAY,PERIOD_EUR,BILLS
0001BB,01/01/2018,31/01/2018,30,2447,81.56666666666666,"316,46",35
0001BB,01/02/2018,28/02/2018,27,2211,81.88888888888889,"286,82",35
0001BB,01/03/2018,31/03/2018,30,2450,81.66666666666667,"317,32",35
0001BB,01/04/2018,30/04/2018,29,2431,83.82758620689656,"315,00",35
0001BB,01/05/2018,31/05/2018,30,2574,85.8,"333,37",35
0001BB,01/06/2018,30/06/2018,29,2830,97.58620689655173,"365,27",35
0001BB,01/07/2018,31/07/2018,30,3028,100.93333333333334,"390,39",35
0001BB,01/08/2018,31/08/2018,30,3053,101.76666666666667,"393,99",35
0001BB,01/09/2018,30/09/2018,29,2915,100.51724137931035,"378,35",35
0001BB,01/10/2018,31/10/2018,30,2986,99.53333333333333,"387,05",35
0001BB,01/11/2018,30/11/2018,29,2871,99.0,"372,47",35
0001BB,01/12/2018,31/12/2018,30,3086,102.86666666666666,"399,30",35
0001BB,01/01/2019,31/01/2019,30,3094,103.13333333333334,"381,40",35
0001BB,01/02/2019,28/02/2019,27,2767,102.48148148148148,"345,87",35
0001BB,01/03/2019,31/03/2019,30,3059,101.96666666666667,"378,18",35
0001BB,01/04/2019,30/04/2019,29,2761,95.20689655172414,"340,84",35
0001BB,01/05/2019,31/05/2019,30,2844,94.8,"349,26",35
0001BB,01/06/2019,30/06/2019,29,3009,103.75862068965517,"369,19",35
0001BB,01/07/2019,31/07/2019,30,3016,100.53333333333333,"371,20",35
0001BB,01/08/2019,31/08/2019,30,3089,102.96666666666667,"380,42",35
0001BB,01/09/2019,30/09/2019,29,2914,100.48275862068965,"361,36",35
0001BB,01/10/2019,31/10/2019,30,2963,98.76666666666667,"366,70",35
0001BB,01/11/2019,30/11/2019,29,2797,96.44827586206897,"345,89",35
0001BB,01/12/2019,31/12/2019,30,2859,95.3,"353,08",35
0001BB,01/01/2020,31/01/2020,30,2863,95.43333333333334,"414,93",35
0001BB,01/02/2020,29/02/2020,28,2663,95.10714285714286,"387,22",35
0001BB,01/03/2020,31/03/2020,30,2759,91.96666666666667,"403,25",35
0001BB,01/04/2020,30/04/2020,29,2680,92.41379310344827,"390,79",35
0001BB,01/05/2020,31/05/2020,30,2797,93.23333333333333,"407,48",35
0001BB,01/06/2020,30/06/2020,29,2796,96.41379310344827,"407,77",35
0001BB,01/07/2020,31/07/2020,30,2952,98.4,"429,09",35
0001BB,01/08/2020,31/08/2020,30,3014,100.46666666666667,"435,98",35
0001BB,01/09/2020,30/09/2020,29,2857,98.51724137931035,"411,97",35
0001BB,01/10/2020,31/10/2020,30,2905,96.83333333333333,"413,41",35
0001BB,01/11/2020,30/11/2020,29,2755,95.0,"383,02",35
0001BR,01/01/2018,31/01/2018,30,2438,81.26666666666667,"266,43",35
0001BR,01/02/2018,28/02/2018,27,2211,81.88888888888889,"242,33",35
0001BR,01/03/2018,31/03/2018,30,2453,81.76666666666667,"267,95",35
0001BR,01/04/2018,30/04/2018,29,2414,83.24137931034483,"263,78",35
0001BR,01/05/2018,31/05/2018,30,2517,83.9,"274,62",35
0001BR,01/06/2018,30/06/2018,29,2461,84.86206896551724,"268,63",35
0001BR,01/07/2018,31/07/2018,30,2560,85.33333333333333,"279,26",35
0001BR,01/08/2018,31/08/2018,30,2597,86.56666666666666,"283,07",35
0001BR,01/09/2018,30/09/2018,29,2436,84.0,"267,99",35
0001BR,01/10/2018,31/10/2018,30,2497,83.23333333333333,"274,50",35
0001BR,01/11/2018,30/11/2018,29,2397,82.65517241379311,"263,82",35
0001BR,01/12/2018,31/12/2018,30,2452,81.73333333333333,"269,69",35
0001BR,01/01/2019,31/01/2019,30,2460,82.0,"264,03",35
0001BR,01/02/2019,28/02/2019,27,2229,82.55555555555556,"239,96",35
0001BR,01/03/2019,31/03/2019,30,2475,82.5,"265,56",35
0001BR,01/04/2019,30/04/2019,29,2410,83.10344827586206,"258,76",35
0001BR,01/05/2019,31/05/2019,30,2508,83.6,"268,92",35
0001BR,01/06/2019,30/06/2019,29,2529,87.20689655172414,"270,94",35
0001BR,01/07/2019,31/07/2019,30,2593,86.43333333333334,"277,63",35
0001BR,01/08/2019,31/08/2019,30,2603,86.76666666666667,"278,60",35
0001BR,01/09/2019,30/09/2019,29,2595,89.48275862068965,"277,20",35
0001BR,01/10/2019,31/10/2019,30,2708,90.26666666666667,"288,79",35
0001BR,01/11/2019,30/11/2019,29,2595,89.48275862068965,"277,07",35
0001BR,01/12/2019,31/12/2019,30,2648,88.26666666666667,"282,57",35
0001BR,01/01/2020,31/01/2020,30,2600,86.66666666666667,"330,81",35
0001BR,01/02/2020,29/02/2020,28,2445,87.32142857142857,"311,57",35
0001BR,01/03/2020,31/03/2020,30,2609,86.96666666666667,"330,32",35
0001BR,01/04/2020,30/04/2020,29,2629,90.65517241379311,"332,70",35
0001BR,01/05/2020,31/05/2020,30,2735,91.16666666666667,"345,77",35
0001BR,01/06/2020,30/06/2020,29,2687,92.65517241379311,"339,78",35
0001BR,01/07/2020,31/07/2020,30,2854,95.13333333333334,"360,33",35
0001BR,01/08/2020,31/08/2020,30,2886,96.2,"364,21",35
0001BR,01/09/2020,30/09/2020,29,2761,95.20689655172414,"348,79",35
0001BR,01/10/2020,31/10/2020,30,2802,93.4,"353,90",35
0001BR,01/11/2020,30/11/2020,29,2677,92.3103448275862,"338,44",35
0001KO,01/01/2018,31/01/2018,30,2179,72.63333333333334,"268,53",35
0001KO,01/02/2018,28/02/2018,27,1971,73.0,"243,47",35
0001KO,01/03/2018,31/03/2018,30,2191,73.03333333333333,"269,98",35
0001KO,01/04/2018,30/04/2018,29,2370,81.72413793103448,"291,55",35
0001KO,01/05/2018,31/05/2018,30,2647,88.23333333333333,"324,92",35
0001KO,01/06/2018,30/06/2018,29,2634,90.82758620689656,"323,35",35
0001KO,01/07/2018,31/07/2018,30,2799,93.3,"343,43",35
0001KO,01/08/2018,31/08/2018,30,2908,96.93333333333334,"356,57",35
0001KO,01/09/2018,30/09/2018,29,2483,85.62068965517241,"307,29",35
0001KO,01/10/2018,31/10/2018,30,2297,76.56666666666666,"284,72",35
0001KO,01/11/2018,30/11/2018,29,2130,73.44827586206897,"264,46",35
0001KO,01/12/2018,31/12/2018,30,2489,82.96666666666667,"308,02",35
0001KO,01/01/2019,31/01/2019,30,2679,89.3,"364,03",35
0001KO,01/02/2019,28/02/2019,27,2429,89.96296296296296,"330,63",35
0001KO,01/03/2019,31/03/2019,30,2648,88.26666666666667,"359,89",35
0001KO,01/04/2019,30/04/2019,29,2478,85.44827586206897,"337,18",35
0001KO,01/05/2019,31/05/2019,30,2535,84.5,"344,79",35
0001KO,01/06/2019,30/06/2019,29,2884,99.44827586206897,"391,43",35
0001KO,01/07/2019,31/07/2019,30,2872,95.73333333333333,"389,82",35
0001KO,01/08/2019,31/08/2019,30,2978,99.26666666666667,"403,99",35
0001KO,01/09/2019,30/09/2019,29,2529,87.20689655172414,"343,99",35
0001KO,01/10/2019,31/10/2019,30,2487,82.9,"338,38",35
0001KO,01/11/2019,30/11/2019,29,2384,82.20689655172414,"324,62",35
0001KO,01/12/2019,31/12/2019,30,2463,82.1,"335,17",35
0001KO,01/01/2020,31/01/2020,30,2454,81.8,"331,90",35
0001KO,01/02/2020,29/02/2020,28,2377,84.89285714285714,"321,70",35
0001KO,01/03/2020,31/03/2020,30,2596,86.53333333333333,"350,71",35
0001KO,01/04/2020,30/04/2020,29,2675,92.24137931034483,"365,40",35
0001KO,01/05/2020,31/05/2020,30,2781,92.7,"375,22",35
0001KO,01/06/2020,30/06/2020,29,2989,103.06896551724138,"402,77",35
0001KO,01/07/2020,31/07/2020,30,3322,110.73333333333333,"446,89",35
0001KO,01/08/2020,31/08/2020,30,3109,103.63333333333334,"418,67",35
0001KO,01/09/2020,30/09/2020,29,2911,100.37931034482759,"392,44",35
0001KO,01/10/2020,31/10/2020,30,2747,91.56666666666666,"370,72",35
0001KO,01/11/2020,30/11/2020,29,2625,90.51724137931035,"354,55",35
0002BB,01/01/2018,31/01/2018,30,2376,79.2,"310,46",35
0002BB,01/02/2018,28/02/2018,27,2160,80.0,"283,07",35
0002BB,01/03/2018,31/03/2018,30,2390,79.66666666666667,"313,01",35
0002BB,01/04/2018,30/04/2018,29,2378,82.0,"311,80",35
0002BB,01/05/2018,31/05/2018,30,2529,84.3,"330,93",35
0002BB,01/06/2018,30/06/2018,29,2790,96.20689655172414,"363,65",35
0002BB,01/07/2018,31/07/2018,30,2988,99.6,"388,77",35
0002BB,01/08/2018,31/08/2018,30,3019,100.63333333333334,"393,19",35
0002BB,01/09/2018,30/09/2018,29,2873,99.06896551724138,"376,62",35
0002BB,01/10/2018,31/10/2018,30,2940,98.0,"384,79",35
0002BB,01/11/2018,30/11/2018,29,2821,97.27586206896552,"369,46",35
0002BB,01/12/2018,31/12/2018,30,3029,100.96666666666667,"395,45",35
0002BB,01/01/2019,31/01/2019,30,3033,101.1,"378,02",35
0002BB,01/02/2019,28/02/2019,27,2684,99.4074074074074,"339,51",35
0002BB,01/03/2019,31/03/2019,30,3008,100.26666666666667,"376,16",35
0002BB,01/04/2019,30/04/2019,29,2663,91.82758620689656,"332,01",35
0002BB,01/05/2019,31/05/2019,30,2741,91.36666666666666,"339,86",35
0002BB,01/06/2019,30/06/2019,29,2952,101.79310344827586,"364,23",35
0002BB,01/07/2019,31/07/2019,30,2914,97.13333333333334,"363,68",35
0002BB,01/08/2019,31/08/2019,30,2965,98.83333333333333,"368,84",35
0002BB,01/09/2019,30/09/2019,29,2819,97.20689655172414,"352,21",35
0002BB,01/10/2019,31/10/2019,30,2927,97.56666666666666,"364,86",35
0002BB,01/11/2019,30/11/2019,29,2773,95.62068965517241,"346,35",35
0002BB,01/12/2019,31/12/2019,30,2822,94.06666666666666,"351,90",35
0002BB,01/01/2020,31/01/2020,30,2830,94.33333333333333,"406,02",35
0002BB,01/02/2020,29/02/2020,28,2625,93.75,"378,86",35
0002BB,01/03/2020,31/03/2020,30,2734,91.13333333333334,"396,33",35
0002BB,01/04/2020,30/04/2020,29,2644,91.17241379310344,"382,45",35
0002BB,01/05/2020,31/05/2020,30,2753,91.76666666666667,"397,69",35
0002BB,01/06/2020,30/06/2020,29,2763,95.27586206896552,"399,57",35
0002BB,01/07/2020,31/07/2020,30,2904,96.8,"418,43",35
0002BB,01/08/2020,31/08/2020,30,2962,98.73333333333333,"425,38",35
0002BB,01/09/2020,30/09/2020,29,2828,97.51724137931035,"406,82",35
0002BB,01/10/2020,31/10/2020,30,2875,95.83333333333333,"412,79",35
0002BB,01/11/2020,30/11/2020,29,2739,94.44827586206897,"381,14",35
0002BR,01/01/2018,31/01/2018,30,2187,72.9,"239,96",35
0002BR,01/02/2018,28/02/2018,27,1985,73.51851851851852,"218,51",35
0002BR,01/03/2018,31/03/2018,30,2209,73.63333333333334,"242,16",35
0002BR,01/04/2018,30/04/2018,29,2151,74.17241379310344,"235,47",35
0002BR,01/05/2018,31/05/2018,30,2251,75.03333333333333,"245,79",35
0002BR,01/06/2018,30/06/2018,29,2207,76.10344827586206,"241,00",35
0002BR,01/07/2018,31/07/2018,30,2290,76.33333333333333,"249,83",35
0002BR,01/08/2018,31/08/2018,30,2316,77.2,"252,45",35
0002BR,01/09/2018,30/09/2018,29,2172,74.89655172413794,"239,10",35
0002BR,01/10/2018,31/10/2018,30,2216,73.86666666666666,"244,03",35
0002BR,01/11/2018,30/11/2018,29,2313,79.75862068965517,"254,38",35
0002BR,01/12/2018,31/12/2018,30,2659,88.63333333333334,"290,96",35
0002BR,01/01/2019,31/01/2019,30,2662,88.73333333333333,"284,26",35
0002BR,01/02/2019,28/02/2019,27,2409,89.22222222222223,"257,94",35
0002BR,01/03/2019,31/03/2019,30,2707,90.23333333333333,"288,61",35
0002BR,01/04/2019,30/04/2019,29,2624,90.48275862068965,"279,83",35
0002BR,01/05/2019,31/05/2019,30,2715,90.5,"289,18",35
0002BR,01/06/2019,30/06/2019,29,2741,94.51724137931035,"291,44",35
0002BR,01/07/2019,31/07/2019,30,2812,93.73333333333333,"298,72",35
0002BR,01/08/2019,31/08/2019,30,2537,84.56666666666666,"269,82",35
0002BR,01/09/2019,30/09/2019,29,2414,83.24137931034483,"257,19",35
0002BR,01/10/2019,31/10/2019,30,2489,82.96666666666667,"265,07",35
0002BR,01/11/2019,30/11/2019,29,2410,83.10344827586206,"257,13",35
0002BR,01/12/2019,31/12/2019,30,2493,83.1,"265,86",35
0002BR,01/01/2020,31/01/2020,30,2513,83.76666666666667,"319,43",35
0002BR,01/02/2020,29/02/2020,28,2400,85.71428571428571,"305,19",35
0002BR,01/03/2020,31/03/2020,30,2646,88.2,"333,77",35
0002BR,01/04/2020,30/04/2020,29,2674,92.20689655172414,"337,00",35
0002BR,01/05/2020,31/05/2020,30,2651,88.36666666666666,"334,85",35
0002BR,01/06/2020,30/06/2020,29,2586,89.17241379310344,"326,84",35
0002BR,01/07/2020,31/07/2020,30,2751,91.7,"347,07",35
0002BR,01/08/2020,31/08/2020,30,2780,92.66666666666667,"350,62",35
0002BR,01/09/2020,30/09/2020,29,2660,91.72413793103448,"335,86",35
0002BR,01/10/2020,31/10/2020,30,2745,91.5,"346,36",35
0002BR,01/11/2020,30/11/2020,29,2628,90.62068965517241,"331,97",35
0002KO,01/01/2018,31/01/2018,30,2312,77.06666666666666,"286,36",35
0002KO,01/02/2018,28/02/2018,27,2086,77.25925925925925,"259,13",35
0002KO,01/03/2018,31/03/2018,30,2308,76.93333333333334,"285,88",35
0002KO,01/04/2018,30/04/2018,29,2245,77.41379310344827,"278,29",35
0002KO,01/05/2018,31/05/2018,30,2339,77.96666666666667,"289,61",35
0002KO,01/06/2018,30/06/2018,29,2278,78.55172413793103,"282,26",35
0002KO,01/07/2018,31/07/2018,30,2348,78.26666666666667,"290,86",35
0002KO,01/08/2018,31/08/2018,30,2368,78.93333333333334,"293,27",35
0002KO,01/09/2018,30/09/2018,29,2248,77.51724137931035,"280,57",35
0002KO,01/10/2018,31/10/2018,30,2300,76.66666666666667,"286,88",35
0002KO,01/11/2018,30/11/2018,29,2595,89.48275862068965,"322,68",35
0002KO,01/12/2018,31/12/2018,30,2765,92.16666666666667,"343,31",35
0002KO,01/01/2019,31/01/2019,30,2766,92.2,"377,48",35
0002KO,01/02/2019,28/02/2019,27,2500,92.5925925925926,"341,94",35
0002KO,01/03/2019,31/03/2019,30,2652,88.4,"362,25",35
0002KO,01/04/2019,30/04/2019,29,2483,85.62068965517241,"339,67",35
0002KO,01/05/2019,31/05/2019,30,2548,84.93333333333334,"348,35",35
0002KO,01/06/2019,30/06/2019,29,2514,86.6896551724138,"343,81",35
0002KO,01/07/2019,31/07/2019,30,2557,85.23333333333333,"349,55",35
0002KO,01/08/2019,31/08/2019,30,2575,85.83333333333333,"351,96",35
0002KO,01/09/2019,30/09/2019,29,2473,85.27586206896552,"338,33",35
0002KO,01/10/2019,31/10/2019,30,2550,85.0,"348,62",35
0002KO,01/11/2019,30/11/2019,29,2462,84.89655172413794,"336,86",35
0002KO,01/12/2019,31/12/2019,30,2520,84.0,"344,61",35
0002KO,01/01/2020,31/01/2020,30,2524,84.13333333333334,"343,21",35
0002KO,01/02/2020,29/02/2020,28,2437,87.03571428571429,"331,69",35
0002KO,01/03/2020,31/03/2020,30,2623,87.43333333333334,"356,33",35
0002KO,01/04/2020,30/04/2020,29,2632,90.75862068965517,"357,52",35
0002KO,01/05/2020,31/05/2020,30,2715,90.5,"368,52",35
0002KO,01/06/2020,30/06/2020,29,2655,91.55172413793103,"360,57",35
0002KO,01/07/2020,31/07/2020,30,2794,93.13333333333334,"378,98",35
0002KO,01/08/2020,31/08/2020,30,2845,94.83333333333333,"385,74",35
0002KO,01/09/2020,30/09/2020,29,2726,94.0,"369,97",35
0002KO,01/10/2020,31/10/2020,30,2797,93.23333333333333,"379,38",35
0002KO,01/11/2020,30/11/2020,29,2678,92.34482758620689,"363,62",35
0003BB,01/01/2018,31/01/2018,30,2100,70.0,"271,90",35
0003BB,01/02/2018,28/02/2018,27,1897,70.25925925925925,"246,46",35
0003BB,01/03/2018,31/03/2018,30,2103,70.1,"272,70",35
0003BB,01/04/2018,30/04/2018,29,2062,71.10344827586206,"267,67",35
0003BB,01/05/2018,31/05/2018,30,2144,71.46666666666667,"278,24",35
0003BB,01/06/2018,30/06/2018,29,2409,83.06896551724138,"311,78",35
0003BB,01/07/2018,31/07/2018,30,2675,89.16666666666667,"345,06",35
0003BB,01/08/2018,31/08/2018,30,2701,90.03333333333333,"348,81",35
0003BB,01/09/2018,30/09/2018,29,2147,74.03448275862068,"280,38",35
0003BB,01/10/2018,31/10/2018,30,3052,101.73333333333333,"394,40",35
0003BB,01/11/2018,30/11/2018,29,2527,87.13793103448276,"327,92",35
0003BB,01/12/2018,31/12/2018,30,2742,91.4,"354,90",35
0003BB,01/01/2019,31/01/2019,30,2729,90.96666666666667,"337,04",35
0003BB,01/02/2019,28/02/2019,27,2353,87.14814814814815,"291,99",35
0003BB,01/03/2019,31/03/2019,30,2587,86.23333333333333,"319,91",35
0003BB,01/04/2019,30/04/2019,29,2392,82.48275862068965,"296,52",35
0003BB,01/05/2019,31/05/2019,30,2476,82.53333333333333,"306,30",35
0003BB,01/06/2019,30/06/2019,29,2673,92.17241379310344,"331,24",35
0003BB,01/07/2019,31/07/2019,30,2849,94.96666666666667,"352,67",35
0003BB,01/08/2019,31/08/2019,30,2868,95.6,"354,63",35
0003BB,01/09/2019,30/09/2019,29,2739,94.44827586206897,"338,53",35
0003BB,01/10/2019,31/10/2019,30,2832,94.4,"349,45",35
0003BB,01/11/2019,30/11/2019,29,2700,93.10344827586206,"333,53",35
0003BB,01/12/2019,31/12/2019,30,2764,92.13333333333334,"341,07",35
0003BB,01/01/2020,31/01/2020,30,2765,92.16666666666667,"392,85",35
0003BB,01/02/2020,29/02/2020,28,2544,90.85714285714286,"364,42",35
0003BB,01/03/2020,31/03/2020,30,2671,89.03333333333333,"383,97",35
0003BB,01/04/2020,30/04/2020,29,2608,89.93103448275862,"373,97",35
0003BB,01/05/2020,31/05/2020,30,2691,89.7,"385,30",35
0003BB,01/06/2020,30/06/2020,29,2663,91.82758620689656,"381,63",35
0003BB,01/07/2020,31/07/2020,30,2789,92.96666666666667,"398,15",35
0003BB,01/08/2020,31/08/2020,30,2839,94.63333333333334,"404,26",35
0003BB,01/09/2020,30/09/2020,29,2709,93.41379310344827,"386,06",35
0003BB,01/10/2020,31/10/2020,30,2765,92.16666666666667,"393,20",35
0003BB,01/11/2020,30/11/2020,29,2642,91.10344827586206,"366,39",35
0003BR,01/01/2018,31/01/2018,30,2437,81.23333333333333,"266,44",35
0003BR,01/02/2018,28/02/2018,27,2206,81.70370370370371,"241,91",35
0003BR,01/03/2018,31/03/2018,30,2446,81.53333333333333,"267,32",35
0003BR,01/04/2018,30/04/2018,29,2423,83.55172413793103,"264,79",35
0003BR,01/05/2018,31/05/2018,30,2532,84.4,"276,25",35
0003BR,01/06/2018,30/06/2018,29,2478,85.44827586206897,"270,43",35
0003BR,01/07/2018,31/07/2018,30,2556,85.2,"278,84",35
0003BR,01/08/2018,31/08/2018,30,2598,86.6,"283,15",35
0003BR,01/09/2018,30/09/2018,29,2453,84.58620689655173,"269,79",35
0003BR,01/10/2018,31/10/2018,30,2506,83.53333333333333,"275,51",35
0003BR,01/11/2018,30/11/2018,29,2409,83.06896551724138,"265,07",35
0003BR,01/12/2018,31/12/2018,30,2455,81.83333333333333,"270,01",35
0003BR,01/01/2019,31/01/2019,30,2467,82.23333333333333,"264,75",35
0003BR,01/02/2019,28/02/2019,27,2237,82.85185185185185,"240,77",35
0003BR,01/03/2019,31/03/2019,30,2494,83.13333333333334,"267,47",35
0003BR,01/04/2019,30/04/2019,29,2426,83.65517241379311,"260,39",35
0003BR,01/05/2019,31/05/2019,30,2526,84.2,"270,73",35
0003BR,01/06/2019,30/06/2019,29,2566,88.48275862068965,"274,67",35
0003BR,01/07/2019,31/07/2019,30,2618,87.26666666666667,"280,06",35
0003BR,01/08/2019,31/08/2019,30,2615,87.16666666666667,"279,72",35
0003BR,01/09/2019,30/09/2019,29,2484,85.65517241379311,"266,17",35
0003BR,01/10/2019,31/10/2019,30,2736,91.2,"291,59",35
0003BR,01/11/2019,30/11/2019,29,2617,90.24137931034483,"279,31",35
0003BR,01/12/2019,31/12/2019,30,2660,88.66666666666667,"283,77",35
0003BR,01/01/2020,31/01/2020,30,2662,88.73333333333333,"338,47",35
0003BR,01/02/2020,29/02/2020,28,2524,90.14285714285714,"321,27",35
0003BR,01/03/2020,31/03/2020,30,2694,89.8,"340,71",35
0003BR,01/04/2020,30/04/2020,29,2704,93.24137931034483,"341,86",35
0003BR,01/05/2020,31/05/2020,30,2801,93.36666666666666,"353,83",35
0003BR,01/06/2020,30/06/2020,29,2743,94.58620689655173,"346,60",35
0003BR,01/07/2020,31/07/2020,30,2920,97.33333333333333,"368,35",35
0003BR,01/08/2020,31/08/2020,30,2872,95.73333333333333,"362,49",35
0003BR,01/09/2020,30/09/2020,29,2818,97.17241379310344,"355,93",35
0003BR,01/10/2020,31/10/2020,30,2862,95.4,"361,39",35
0003BR,01/11/2020,30/11/2020,29,2739,94.44827586206897,"346,21",35
0003KO,01/01/2018,31/03/2018,89,6293,70.70786516853933,"985,04",11
0003KO,01/04/2018,30/06/2018,90,7082,78.68888888888888,"1 118,25",11
0003KO,01/07/2018,30/09/2018,91,6740,74.06593406593407,"1 066,96",11
0003KO,01/10/2018,31/12/2018,91,8423,92.56043956043956,"1 331,26",11
0003KO,01/01/2019,31/03/2019,89,7883,88.57303370786516,"1 373,30",11
0003KO,01/04/2019,30/06/2019,90,7024,78.04444444444445,"1 229,28",11
0003KO,01/07/2019,30/09/2019,91,7143,78.49450549450549,"1 251,45",11
0003KO,01/10/2019,31/12/2019,91,7707,84.6923076923077,"1 345,33",11
0003KO,01/01/2020,31/03/2020,90,6561,72.9,"1 058,29",11
0003KO,01/04/2020,30/06/2020,90,7511,83.45555555555555,"1 220,24",11
0003KO,01/07/2020,30/09/2020,91,7823,85.96703296703296,"1 270,14",11
0004BB,01/01/2018,31/01/2018,30,14414,480.46666666666664,"1 369,33",36
0004BB,01/02/2018,28/02/2018,27,12328,456.5925925925926,"1 171,16",36
0004BB,01/03/2018,31/03/2018,30,12849,428.3,"1 220,66",36
0004BB,01/04/2018,30/04/2018,29,14535,501.2068965517241,"1 380,83",36
0004BB,01/05/2018,31/05/2018,30,14547,484.9,"1 381,97",36
0004BB,01/06/2018,30/06/2018,29,14379,495.82758620689657,"1 366,01",36
0004BB,01/07/2018,31/07/2018,30,15907,530.2333333333333,"1 511,17",36
0004BB,01/08/2018,31/08/2018,30,15701,523.3666666666667,"1 491,60",36
0004BB,01/09/2018,30/09/2018,29,15544,536.0,"1 476,68",36
0004BB,01/10/2018,31/10/2018,30,14691,489.7,"1 395,65",36
0004BB,01/11/2018,30/11/2018,29,14728,507.86206896551727,"1 399,16",36
0004BB,01/12/2018,31/12/2018,30,15174,505.8,"1 441,53",36
0004BB,01/01/2019,31/01/2019,30,9410,313.6666666666667,"1 246,83",36
0004BB,01/01/2019,31/01/2019,30,15297,509.9,"2 026,85",36
0004BB,01/02/2019,28/02/2019,27,13756,509.48148148148147,"1 822,67",36
0004BB,01/03/2019,31/03/2019,30,15810,527.0,"2 094,83",36
0004BB,01/04/2019,30/04/2019,29,14090,485.86206896551727,"1 866,93",36
0004BB,01/05/2019,31/05/2019,30,14081,469.3666666666667,"1 865,73",36
0004BB,01/06/2019,30/06/2019,29,17034,587.3793103448276,"2 257,01",36
0004BB,01/07/2019,31/07/2019,30,14906,496.8666666666667,"1 975,05",36
0004BB,01/08/2019,31/08/2019,30,14638,487.93333333333334,"1 939,54",36
0004BB,01/09/2019,30/09/2019,29,11200,386.2068965517241,"1 484,00",36
0004BB,01/10/2019,31/10/2019,30,12068,402.26666666666665,"1 599,01",36
0004BB,01/11/2019,30/11/2019,29,11184,385.6551724137931,"1 481,88",36
0004BB,01/12/2019,31/12/2019,30,9904,330.1333333333333,"1 312,28",36
0004BB,01/01/2020,31/01/2020,30,9410,313.6666666666667,"1 246,83",36
0004BB,01/02/2020,29/02/2020,28,9465,338.0357142857143,"1 254,11",36
0004BB,01/03/2020,31/03/2020,30,8849,294.96666666666664,"1 172,49",36
0004BB,01/04/2020,30/04/2020,29,9214,317.7241379310345,"1 220,86",36
0004BB,01/05/2020,31/05/2020,30,9883,329.43333333333334,"1 309,50",36
0004BB,01/06/2020,30/06/2020,29,9050,312.0689655172414,"1 199,13",36
0004BB,01/07/2020,31/07/2020,30,9809,326.96666666666664,"1 299,69",36
0004BB,01/08/2020,31/08/2020,30,9962,332.06666666666666,"1 319,97",36
0004BB,01/09/2020,30/09/2020,29,9092,313.51724137931035,"1 204,69",36
0004BB,01/10/2020,31/10/2020,30,8640,288.0,"1 144,80",36
0004BB,01/11/2020,30/11/2020,29,8720,300.6896551724138,"1 155,40",36
0004BR,01/01/2018,31/01/2018,30,2276,75.86666666666666,"244,43",35
0004BR,01/02/2018,28/02/2018,27,2057,76.18518518518519,"221,74",35
0004BR,01/03/2018,31/03/2018,30,2284,76.13333333333334,"245,26",35
0004BR,01/04/2018,30/04/2018,29,2253,77.6896551724138,"242,04",35
0004BR,01/05/2018,31/05/2018,30,2345,78.16666666666667,"251,58",35
0004BR,01/06/2018,30/06/2018,29,2297,79.20689655172414,"252,33",35
0004BR,01/07/2018,31/07/2018,30,2389,79.63333333333334,"262,18",35
0004BR,01/08/2018,31/08/2018,30,2414,80.46666666666667,"264,73",35
0004BR,01/09/2018,30/09/2018,29,2292,79.03448275862068,"253,64",35
0004BR,01/10/2018,31/10/2018,30,2355,78.5,"260,41",35
0004BR,01/11/2018,30/11/2018,29,2256,77.79310344827586,"249,82",35
0004BR,01/12/2018,31/12/2018,30,2310,77.0,"255,61",35
0004BR,01/01/2019,31/01/2019,30,2313,77.1,"249,80",35
0004BR,01/02/2019,28/02/2019,27,2098,77.70370370370371,"227,38",35
0004BR,01/03/2019,31/03/2019,30,2326,77.53333333333333,"251,13",35
0004BR,01/04/2019,30/04/2019,29,2264,78.06896551724138,"244,61",35
0004BR,01/05/2019,31/05/2019,30,2353,78.43333333333334,"253,85",35
0004BR,01/06/2019,30/06/2019,29,2347,80.93103448275862,"253,04",35
0004BR,01/07/2019,31/07/2019,30,2402,80.06666666666666,"258,77",35
0004BR,01/08/2019,31/08/2019,30,2403,80.1,"258,84",35
0004BR,01/09/2019,30/09/2019,29,2280,78.62068965517241,"246,13",35
0004BR,01/10/2019,31/10/2019,30,2610,87.0,"279,47",35
0004BR,01/11/2019,30/11/2019,29,2522,86.96551724137932,"270,28",35
0004BR,01/12/2019,31/12/2019,30,2588,86.26666666666667,"277,13",35
0004BR,01/01/2020,31/01/2020,30,2599,86.63333333333334,"331,44",35
0004BR,01/02/2020,29/02/2020,28,2454,87.64285714285714,"313,42",35
0004BR,01/03/2020,31/03/2020,30,2603,86.76666666666667,"330,33",35
0004BR,01/04/2020,30/04/2020,29,2616,90.20689655172414,"331,85",35
0004BR,01/05/2020,31/05/2020,30,2693,89.76666666666667,"341,35",35
0004BR,01/06/2020,30/06/2020,29,2622,90.41379310344827,"332,51",35
0004BR,01/07/2020,31/07/2020,30,2764,92.13333333333334,"349,96",35
0004BR,01/08/2020,31/08/2020,30,2804,93.46666666666667,"354,84",35
0004BR,01/09/2020,30/09/2020,29,2700,93.10344827586206,"342,00",35
0004BR,01/10/2020,31/10/2020,30,2760,92.0,"349,45",35
0004BR,01/11/2020,30/11/2020,29,2647,91.27586206896552,"326,93",35
